URL,CURRENT_INTERNATIONAL,CURRENT_MARKET_VALUE
https://www.transfermarkt.com/tim-iroegbunam/profil/spieler/696589,England,€5.00m
https://www.transfermarkt.com/tommi-oreilly/profil/spieler/818237,England,NA
https://www.transfermarkt.com/leon-bailey/profil/spieler/387626,Jamaica,€28.00m
https://www.transfermarkt.com/philippe-coutinho/profil/spieler/80444,Brazil,€10.00m
https://www.transfermarkt.com/jaden-philogene/profil/spieler/665390,England,€2.80m
https://www.transfermarkt.com/kadan-young/profil/spieler/887433,England,NA
https://www.transfermarkt.com/emiliano-buendia/profil/spieler/321247,Argentina,€28.00m
https://www.transfermarkt.com/bertrand-traore/profil/spieler/131996,Burkina Faso,€12.00m
https://www.transfermarkt.com/ollie-watkins/profil/spieler/324358,England,€40.00m
https://www.transfermarkt.com/cameron-archer/profil/spieler/533662,England,€12.00m
https://www.transfermarkt.com/danny-ings/profil/spieler/134294,England,€12.00m
https://www.transfermarkt.com/jhon-duran/profil/spieler/649317,Colombia,€12.00m
https://www.transfermarkt.com/keinan-davis/profil/spieler/412660,England,€3.00m
https://www.transfermarkt.com/jose-sa/profil/spieler/249994,Portugal,€18.00m
https://www.transfermarkt.com/matija-sarkic/profil/spieler/293257,Montenegro,€2.00m
https://www.transfermarkt.com/daniel-bentley/profil/spieler/136401,England,€2.00m
https://www.transfermarkt.com/louie-moulden/profil/spieler/444641,England,€200k
https://www.transfermarkt.com/jackson-smith/profil/spieler/511964,England,€150k
https://www.transfermarkt.com/max-kilman/profil/spieler/525247,England,€30.00m
https://www.transfermarkt.com/nathan-collins/profil/spieler/469050,Ireland,€22.00m
https://www.transfermarkt.com/conor-coady/profil/spieler/128901,England,€12.00m
https://www.transfermarkt.com/toti/profil/spieler/606718,Portugal,€6.00m
https://www.transfermarkt.com/yerson-mosquera/profil/spieler/716276,Colombia,€3.00m
https://www.transfermarkt.com/willy-boly/profil/spieler/142310,Cote d'Ivoire,€2.50m
https://www.transfermarkt.com/craig-dawson/profil/spieler/121477,England,€2.00m
https://www.transfermarkt.com/rayan-ait-nouri/profil/spieler/578391,Algeria,€22.00m
https://www.transfermarkt.com/jonny-otto/profil/spieler/175446,Spain,€13.00m
https://www.transfermarkt.com/hugo-bueno/profil/spieler/698678,Spain,€6.00m
https://www.transfermarkt.com/dexter-lembikisa/profil/spieler/712099,Jamaica,NA
https://www.transfermarkt.com/nelson-semedo/profil/spieler/231572,Portugal,€15.00m
https://www.transfermarkt.com/ki-jana-hoever/profil/spieler/485583,Netherlands,€3.50m
https://www.transfermarkt.com/ruben-neves/profil/spieler/225161,Portugal,€40.00m
https://www.transfermarkt.com/mario-lemina/profil/spieler/170934,Gabon,€10.00m
https://www.transfermarkt.com/boubacar-traore/profil/spieler/649020,Mali,€5.00m
https://www.transfermarkt.com/joe-hodge/profil/spieler/503975,Ireland,€2.00m
https://www.transfermarkt.com/harvey-griffiths/profil/spieler/670558,England,NA
https://www.transfermarkt.com/matheus-nunes/profil/spieler/601883,Portugal,€45.00m
https://www.transfermarkt.com/joao-gomes/profil/spieler/735570,Brazil,€18.00m
https://www.transfermarkt.com/luke-cundle/profil/spieler/532541,England,€3.00m
https://www.transfermarkt.com/joao-moutinho/profil/spieler/29364,Portugal,€1.50m
https://www.transfermarkt.com/connor-ronan/profil/spieler/337787,Ireland,€800k
https://www.transfermarkt.com/morgan-gibbs-white/profil/spieler/429014,England,€40.00m
https://www.transfermarkt.com/chem-campbell/profil/spieler/614603,Wales,€1.00m
https://www.transfermarkt.com/goncalo-guedes/profil/spieler/225122,Portugal,€23.00m
https://www.transfermarkt.com/daniel-podence/profil/spieler/256977,Portugal,€20.00m
https://www.transfermarkt.com/chiquinho/profil/spieler/695454,Portugal,€2.00m
https://www.transfermarkt.com/pedro-neto/profil/spieler/487465,Portugal,€28.00m
https://www.transfermarkt.com/pablo-sarabia/profil/spieler/74230,Spain,€14.00m
https://www.transfermarkt.com/adama-traore/profil/spieler/204103,Spain,€10.00m
https://www.transfermarkt.com/matheus-cunha/profil/spieler/517894,Brazil,€25.00m
https://www.transfermarkt.com/sasa-kalajdzic/profil/spieler/369567,Austria,€15.00m
https://www.transfermarkt.com/hee-chan-hwang/profil/spieler/292246,"Korea, South",€12.00m
https://www.transfermarkt.com/raul-jimenez/profil/spieler/206040,Mexico,€6.00m
https://www.transfermarkt.com/diego-costa/profil/spieler/44779,Spain,€2.00m
https://www.transfermarkt.com/nathan-fraser/profil/spieler/863741,Ireland,NA
https://www.transfermarkt.com/danny-ward/profil/spieler/203026,Wales,€6.00m
https://www.transfermarkt.com/daniel-iversen/profil/spieler/260841,Denmark,€5.00m
https://www.transfermarkt.com/alex-smithies/profil/spieler/33754,England,€500k
https://www.transfermarkt.com/wout-faes/profil/spieler/292808,Belgium,€20.00m
https://www.transfermarkt.com/caglar-soyuncu/profil/spieler/320141,Turkey,€15.00m
https://www.transfermarkt.com/harry-souttar/profil/spieler/298091,Australia,€15.00m
https://www.transfermarkt.com/daniel-amartey/profil/spieler/214056,Ghana,€12.00m
https://www.transfermarkt.com/jannik-vestergaard/profil/spieler/99331,Denmark,€4.00m
https://www.transfermarkt.com/jonny-evans/profil/spieler/42412,Northern Ireland,€2.00m
https://www.transfermarkt.com/victor-kristiansen/profil/spieler/564529,Denmark,€12.00m
https://www.transfermarkt.com/luke-thomas/profil/spieler/505194,England,€12.00m
https://www.transfermarkt.com/ryan-bertrand/profil/spieler/40611,England,€800k
https://www.transfermarkt.com/timothy-castagne/profil/spieler/262226,Belgium,€25.00m
https://www.transfermarkt.com/james-justin/profil/spieler/413220,England,€20.00m
https://www.transfermarkt.com/ricardo-pereira/profil/spieler/215876,Portugal,€10.00m
https://www.transfermarkt.com/joe-wormleighton/profil/spieler/814524,England,€100k
https://www.transfermarkt.com/wilfred-ndidi/profil/spieler/274839,Nigeria,€25.00m
https://www.transfermarkt.com/boubakary-soumare/profil/spieler/344605,France,€20.00m
https://www.transfermarkt.com/hamza-choudhury/profil/spieler/341501,England,€5.00m
https://www.transfermarkt.com/nampalys-mendy/profil/spieler/111051,Senegal,€2.50m
https://www.transfermarkt.com/sammy-braybrooke/profil/spieler/840640,England,€250k
https://www.transfermarkt.com/lewis-brunt/profil/spieler/533657,England,€100k
https://www.transfermarkt.com/youri-tielemans/profil/spieler/249565,Belgium,€25.00m
https://www.transfermarkt.com/kiernan-dewsbury-hall/profil/spieler/475188,England,€25.00m
https://www.transfermarkt.com/dennis-praet/profil/spieler/129588,Belgium,€7.00m
https://www.transfermarkt.com/wanya-marcal/profil/spieler/670988,Portugal,NA
https://www.transfermarkt.com/marc-albrighton/profil/spieler/61560,England,€1.00m
https://www.transfermarkt.com/james-maddison/profil/spieler/294057,England,€60.00m
https://www.transfermarkt.com/kasey-mcateer/profil/spieler/621193,England,€250k
https://www.transfermarkt.com/will-alves/profil/spieler/867711,England,NA
https://www.transfermarkt.com/harvey-barnes/profil/spieler/398065,England,€35.00m
https://www.transfermarkt.com/ayoze-perez/profil/spieler/246968,Spain,€6.00m
https://www.transfermarkt.com/tete/profil/spieler/371256,Brazil,€25.00m
https://www.transfermarkt.com/kelechi-iheanacho/profil/spieler/295330,Nigeria,€18.00m
https://www.transfermarkt.com/patson-daka/profil/spieler/365172,Zambia,€18.00m
https://www.transfermarkt.com/jamie-vardy/profil/spieler/197838,England,€2.50m
https://www.transfermarkt.com/george-hirst/profil/spieler/420808,England,€800k
https://www.transfermarkt.com/alphonse-areola/profil/spieler/120629,France,€8.00m
https://www.transfermarkt.com/lukasz-fabianski/profil/spieler/29692,Poland,€900k
https://www.transfermarkt.com/darren-randolph/profil/spieler/51321,Ireland,€400k
https://www.transfermarkt.com/nathan-trott/profil/spieler/431422,England,€400k
https://www.transfermarkt.com/krisztian-hegyi/profil/spieler/543726,Hungary,€250k
https://www.transfermarkt.com/joseph-anang/profil/spieler/576099,England,€100k
https://www.transfermarkt.com/nayef-aguerd/profil/spieler/361914,Morocco,€35.00m
https://www.transfermarkt.com/kurt-zouma/profil/spieler/157509,France,€22.00m
https://www.transfermarkt.com/thilo-kehrer/profil/spieler/228948,Germany,€18.00m
https://www.transfermarkt.com/angelo-ogbonna/profil/spieler/48002,Italy,€900k
https://www.transfermarkt.com/jamal-baptiste/profil/spieler/610706,England,€250k
https://www.transfermarkt.com/levi-laing/profil/spieler/586982,England,NA
https://www.transfermarkt.com/michael-forbes/profil/spieler/701006,Northern Ireland,NA
https://www.transfermarkt.com/kaelan-casey/profil/spieler/845321,England,NA
https://www.transfermarkt.com/emerson/profil/spieler/181778,Italy,€12.00m
https://www.transfermarkt.com/aaron-cresswell/profil/spieler/92571,England,€1.20m
https://www.transfermarkt.com/regan-clayton/profil/spieler/845717,England,€150k
https://www.transfermarkt.com/ben-johnson/profil/spieler/468002,England,€10.00m
https://www.transfermarkt.com/vladimir-coufal/profil/spieler/157672,Czech Republic,€9.00m
https://www.transfermarkt.com/declan-rice/profil/spieler/357662,England,€90.00m
https://www.transfermarkt.com/tomas-soucek/profil/spieler/283628,Czech Republic,€35.00m
https://www.transfermarkt.com/conor-coventry/profil/spieler/419025,Ireland,€1.80m
https://www.transfermarkt.com/pierre-ekwah/profil/spieler/538994,France,€500k
https://www.transfermarkt.com/keenan-appiah-forson/profil/spieler/554098,England,€300k
https://www.transfermarkt.com/freddie-potts/profil/spieler/698164,England,€250k
https://www.transfermarkt.com/oliver-scarles/profil/spieler/922563,England,€200k
https://www.transfermarkt.com/flynn-downes/profil/spieler/506189,England,€9.00m
https://www.transfermarkt.com/lewis-orford/profil/spieler/845809,England,NA
https://www.transfermarkt.com/dan-chesters/profil/spieler/561452,England,€250k
https://www.transfermarkt.com/lucas-paqueta/profil/spieler/444523,Brazil,€45.00m
https://www.transfermarkt.com/pablo-fornals/profil/spieler/357885,Spain,€22.00m
https://www.transfermarkt.com/nikola-vlasic/profil/spieler/293200,Croatia,€17.00m
https://www.transfermarkt.com/manuel-lanzini/profil/spieler/135853,Argentina,€6.00m
https://www.transfermarkt.com/kamarai-swyer/profil/spieler/693066,England,€150k
https://www.transfermarkt.com/said-benrahma/profil/spieler/290532,Algeria,€25.00m
https://www.transfermarkt.com/maxwel-cornet/profil/spieler/234781,Cote d'Ivoire,€12.00m
https://www.transfermarkt.com/armstrong-oko-flex/profil/spieler/531461,Ireland,€500k
https://www.transfermarkt.com/jarrod-bowen/profil/spieler/314875,England,€38.00m
https://www.transfermarkt.com/gianluca-scamacca/profil/spieler/315867,Italy,€22.00m
https://www.transfermarkt.com/michail-antonio/profil/spieler/104124,Jamaica,€7.00m
https://www.transfermarkt.com/divin-mubama/profil/spieler/670848,England,€250k
https://www.transfermarkt.com/gavin-bazunu/profil/spieler/585550,Ireland,€15.00m
https://www.transfermarkt.com/alex-mccarthy/profil/spieler/95976,England,€1.20m
https://www.transfermarkt.com/willy-caballero/profil/spieler/19948,Argentina,-
https://www.transfermarkt.com/armel-bella-kotchap/profil/spieler/467563,Germany,€20.00m
https://www.transfermarkt.com/mohammed-salisu/profil/spieler/563963,Ghana,€18.00m
https://www.transfermarkt.com/duje-caleta-car/profil/spieler/238266,Croatia,€11.00m
https://www.transfermarkt.com/lyanco/profil/spieler/379807,Brazil,€3.50m
https://www.transfermarkt.com/jack-stephens/profil/spieler/163744,England,€3.50m
https://www.transfermarkt.com/dynel-simeu/profil/spieler/503976,England,€800k
https://www.transfermarkt.com/nico-lawrence/profil/spieler/989472,England,NA
https://www.transfermarkt.com/romain-perraud/profil/spieler/318523,France,€12.00m
https://www.transfermarkt.com/juan-larios/profil/spieler/646738,Spain,€7.00m
https://www.transfermarkt.com/kyle-walker-peters/profil/spieler/341051,England,€25.00m
https://www.transfermarkt.com/tino-livramento/profil/spieler/503981,England,€25.00m
https://www.transfermarkt.com/yan-valery/profil/spieler/406008,Tunisia,€2.00m
https://www.transfermarkt.com/james-bree/profil/spieler/324223,England,€2.00m
https://www.transfermarkt.com/lewis-payne/profil/spieler/744131,England,€200k
https://www.transfermarkt.com/romeo-lavia/profil/spieler/628451,Belgium,€32.00m
https://www.transfermarkt.com/ibrahima-diallo/profil/spieler/413032,France,€7.00m
https://www.transfermarkt.com/oriol-romeu/profil/spieler/66100,Spain,€5.00m
https://www.transfermarkt.com/james-ward-prowse/profil/spieler/181579,England,€38.00m
https://www.transfermarkt.com/carlos-alcaraz/profil/spieler/748319,Argentina,€15.00m
https://www.transfermarkt.com/stuart-armstrong/profil/spieler/130765,Scotland,€4.50m
https://www.transfermarkt.com/will-smallbone/profil/spieler/444211,Ireland,€3.50m
https://www.transfermarkt.com/ryan-finnigan/profil/spieler/807318,England,€250k
https://www.transfermarkt.com/joe-aribo/profil/spieler/468198,Nigeria,€11.00m
https://www.transfermarkt.com/diamond-edwards/profil/spieler/614261,England,€150k
https://www.transfermarkt.com/kami-doyle/profil/spieler/864480,England,NA
https://www.transfermarkt.com/kamaldeen-sulemana/profil/spieler/746695,Ghana,€22.00m
https://www.transfermarkt.com/mohamed-elyounoussi/profil/spieler/186644,Norway,€9.00m
https://www.transfermarkt.com/moussa-djenepo/profil/spieler/485424,Mali,€8.00m
https://www.transfermarkt.com/samuel-edozie/profil/spieler/680806,England,€8.00m
https://www.transfermarkt.com/mislav-orsic/profil/spieler/119150,Croatia,€5.00m
https://www.transfermarkt.com/samuel-amo-ameyaw/profil/spieler/933900,England,NA
https://www.transfermarkt.com/nathan-tella/profil/spieler/340322,England,€18.00m
https://www.transfermarkt.com/nathan-redmond/profil/spieler/129078,England,€10.00m
https://www.transfermarkt.com/theo-walcott/profil/spieler/33713,England,€1.00m
https://www.transfermarkt.com/che-adams/profil/spieler/346779,Scotland,€20.00m
https://www.transfermarkt.com/paul-onuachu/profil/spieler/272855,Nigeria,€13.00m
https://www.transfermarkt.com/adam-armstrong/profil/spieler/250426,England,€10.00m
https://www.transfermarkt.com/sekou-mara/profil/spieler/557612,France,€10.00m
https://www.transfermarkt.com/dan-nlundulu/profil/spieler/346482,England,€900k
https://www.transfermarkt.com/dom-ballard/profil/spieler/864496,England,€300k
https://www.transfermarkt.com/jimmy-jay-morgan/profil/spieler/936867,England,NA
https://www.transfermarkt.com/jordan-pickford/profil/spieler/130164,England,€22.00m
https://www.transfermarkt.com/asmir-begovic/profil/spieler/33873,Bosnia-Herzegovina,€800k
https://www.transfermarkt.com/eldin-jakupovic/profil/spieler/2857,Switzerland,€200k
https://www.transfermarkt.com/andy-lonergan/profil/spieler/14044,England,€150k
https://www.transfermarkt.com/james-tarkowski/profil/spieler/173504,England,€18.00m
https://www.transfermarkt.com/ben-godfrey/profil/spieler/343475,England,€13.00m
https://www.transfermarkt.com/michael-keane/profil/spieler/118534,England,€10.00m
https://www.transfermarkt.com/yerry-mina/profil/spieler/289446,Colombia,€10.00m
https://www.transfermarkt.com/mason-holgate/profil/spieler/348623,England,€9.00m
https://www.transfermarkt.com/reece-welch/profil/spieler/655986,England,€500k
https://www.transfermarkt.com/vitaliy-mykolenko/profil/spieler/404842,Ukraine,€25.00m
https://www.transfermarkt.com/ruben-vinagre/profil/spieler/357158,Portugal,€4.00m
