"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Url"
2023,"Lens","Ligue 1","Christopher Wooh","CMR","MF","20",2001,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/b003239d/Christopher-Wooh"
2023,"Leverkusen","Bundesliga","Amine Adli","FRA","FW,MF","22",2000,15.9,5,37,17,45.9,2.32,1.07,0.14,0.29,14,1,0,0,5,5,0.14,0,0,"https://fbref.com/en/players/dcfb17f4/Amine-Adli"
2023,"Leverkusen","Bundesliga","Nadiem Amiri","GER","MF,FW","25",1996,10.9,4,23,8,34.8,2.12,0.74,0.13,0.38,24.3,3,1,1,1.9,1.1,0.05,2.1,1.9,"https://fbref.com/en/players/555d5edd/Nadiem-Amiri"
2023,"Leverkusen","Bundesliga","Robert Andrich","GER","MF","27",1994,26.7,2,30,9,30,1.12,0.34,0.07,0.22,21.6,1,0,0,1.6,1.6,0.05,0.4,0.4,"https://fbref.com/en/players/e0b113a7/Robert-Andrich"
2023,"Leverkusen","Bundesliga","Charles Aránguiz","CHI","MF","33",1989,5.5,1,5,2,40,0.91,0.37,0.2,0.5,18.5,0,0,0,0.3,0.3,0.06,0.7,0.7,"https://fbref.com/en/players/56413b1f/Charles-Aranguiz"
2023,"Leverkusen","Bundesliga","Ayman Azhil","MAR","MF","21",2001,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/ce81d82d/Ayman-Azhil"
2023,"Leverkusen","Bundesliga","Sardar Azmoun","IRN","FW,MF","27",1995,10.3,4,28,10,35.7,2.72,0.97,0.14,0.4,12.1,0,0,0,3.5,3.5,0.13,0.5,0.5,"https://fbref.com/en/players/10549b49/Sardar-Azmoun"
2023,"Leverkusen","Bundesliga","Mitchel Bakker","NED","DF,MF","22",2000,18.4,3,17,8,47.1,0.92,0.43,0.18,0.38,18.9,0,0,0,1.7,1.7,0.1,1.3,1.3,"https://fbref.com/en/players/a8567629/Mitchel-Bakker"
2023,"Leverkusen","Bundesliga","Karim Bellarabi","GER","FW,MF","32",1990,0.9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/bee0bab1/Karim-Bellarabi"
2023,"Leverkusen","Bundesliga","Kerem Demirbay","GER","MF","29",1993,17.2,4,31,6,19.4,1.81,0.35,0.13,0.67,24.3,8,0,0,2.2,2.2,0.07,1.8,1.8,"https://fbref.com/en/players/54b4dc4e/Kerem-Demirbay"
2023,"Leverkusen","Bundesliga","Moussa Diaby","FRA","FW,MF","23",1999,30,9,79,34,43,2.63,1.13,0.11,0.26,17.8,0,0,1,11,10.3,0.13,-2,-1.3,"https://fbref.com/en/players/aeed5c06/Moussa-Diaby"
2023,"Leverkusen","Bundesliga","Timothy Fosu-Mensah","NED","DF","24",1998,2.1,0,3,2,66.7,1.41,0.94,0,0,24.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,"https://fbref.com/en/players/a9142dc3/Timothy-Fosu-Mensah"
2023,"Leverkusen","Bundesliga","Jeremie Frimpong","NED","DF,MF","21",2000,30.1,8,38,19,50,1.26,0.63,0.21,0.42,11.9,0,0,0,7.6,7.6,0.2,0.4,0.4,"https://fbref.com/en/players/74f2e748/Jeremie-Frimpong"
2023,"Leverkusen","Bundesliga","Piero Hincapié","ECU","DF","20",2002,27.3,1,17,6,35.3,0.62,0.22,0.06,0.17,16.6,0,0,0,1.3,1.3,0.08,-0.3,-0.3,"https://fbref.com/en/players/0c7a48f8/Piero-Hincapie"
2023,"Leverkusen","Bundesliga","Adam Hložek","CZE","FW,MF","20",2002,14.3,5,30,11,36.7,2.1,0.77,0.17,0.45,16.9,2,0,0,2.7,2.7,0.09,2.3,2.3,"https://fbref.com/en/players/5521f419/Adam-Hlozek"
2023,"Leverkusen","Bundesliga","Lukáš Hrádecký","FIN","GK","32",1989,33,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/ad3389d5/Lukas-Hradecky"
2023,"Leverkusen","Bundesliga","Callum Hudson-Odoi","ENG","FW,MF","21",2000,6.7,0,4,1,25,0.6,0.15,0,0,20.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,"https://fbref.com/en/players/15f3ec41/Callum-Hudson-Odoi"
2023,"Leverkusen","Bundesliga","Odilon Kossonou","CIV","DF","21",2001,16.9,0,3,0,0,0.18,0,0,NA,23.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,"https://fbref.com/en/players/1f3afdcb/Odilon-Kossonou"
2023,"Leverkusen","Bundesliga","Andrey Lunyov","RUS","GK","30",1991,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/8a6ab963/Andrey-Lunyov"
2023,"Leverkusen","Bundesliga","Noah Mbamba","BEL","MF","17",2005,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/e75129bd/Noah-Mbamba"
2023,"Leverkusen","Bundesliga","Exequiel Palacios","ARG","MF","23",1998,18.4,4,17,4,23.5,0.93,0.22,0.06,0.25,26.3,0,3,3,3,0.6,0.04,1,0.4,"https://fbref.com/en/players/e82adcab/Exequiel-Palacios"
2023,"Leverkusen","Bundesliga","Paulinho","BRA","FW","22",2000,0.9,1,2,1,50,2.2,1.1,0.5,1,16.1,0,0,0,0.5,0.5,0.26,0.5,0.5,"https://fbref.com/en/players/53070b63/Paulinho"
2023,"Leverkusen","Bundesliga","Joel Pohjanpalo","FIN","FW,MF","27",1994,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/ea003d07/Joel-Pohjanpalo"
2023,"Leverkusen","Bundesliga","Patrik Schick","CZE","FW","26",1996,10.5,3,34,14,41.2,3.25,1.34,0.09,0.21,12.8,1,0,0,4.6,4.6,0.14,-1.6,-1.6,"https://fbref.com/en/players/5d4f7d61/Patrik-Schick"
2023,"Leverkusen","Bundesliga","Daley Sinkgraven","NED","DF,MF","27",1995,3.8,0,4,1,25,1.05,0.26,0,0,18.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,"https://fbref.com/en/players/73000a79/Daley-Sinkgraven"
2023,"Leverkusen","Bundesliga","Jonathan Tah","GER","DF","26",1996,27.6,1,10,2,20,0.36,0.07,0.1,0.5,9.7,0,0,0,1.1,1.1,0.11,-0.1,-0.1,"https://fbref.com/en/players/bd142efb/Jonathan-Tah"
2023,"Leverkusen","Bundesliga","Edmond Tapsoba","BFA","DF","23",1999,31.9,1,13,1,7.7,0.41,0.03,0,0,14.9,0,1,2,2.8,1.2,0.09,-1.8,-1.2,"https://fbref.com/en/players/a73c8f95/Edmond-Tapsoba"
2023,"Leverkusen","Bundesliga","Florian Wirtz","GER","FW,MF","19",2003,12.1,1,7,4,57.1,0.58,0.33,0.14,0.25,18.6,0,0,0,0.8,0.8,0.11,0.2,0.2,"https://fbref.com/en/players/e7fcf289/Florian-Wirtz"
2023,"Lille","Ligue 1","Benjamin André","FRA","MF","31",1990,32.4,1,24,4,16.7,0.74,0.12,0.04,0.25,16.9,0,0,0,1.6,1.6,0.07,-0.6,-0.6,"https://fbref.com/en/players/ef9c1c95/Benjamin-Andre"
2023,"Lille","Ligue 1","Carlos Baleba","CMR","MF","18",2004,5.3,0,12,2,16.7,2.26,0.38,0,0,24.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5,"https://fbref.com/en/players/a1390d2f/Carlos-Baleba"
2023,"Lille","Ligue 1","Jonathan Bamba","CIV","FW","26",1996,30.9,6,71,28,39.4,2.3,0.91,0.08,0.21,15.5,0,0,0,8.2,8.2,0.12,-2.2,-2.2,"https://fbref.com/en/players/b2bd0f6c/Jonathan-Bamba"
2023,"Lille","Ligue 1","Rémy Cabella","FRA","MF,FW","32",1990,28.1,7,42,23,54.8,1.5,0.82,0.17,0.3,14.1,8,0,0,8.3,8.3,0.2,-1.3,-1.3,"https://fbref.com/en/players/148e136f/Remy-Cabella"
2023,"Lille","Ligue 1","Leonardo César Jardim","BRA","GK","27",1995,6,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f5dfc256/Leonardo-Cesar-Jardim"
2023,"Lille","Ligue 1","Lucas Chevalier","FRA","GK","20",2001,32,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/b3d76d84/Lucas-Chevalier"
2023,"Lille","Ligue 1","Jonathan David","CAN","FW","22",2000,35.2,24,95,44,46.3,2.7,1.25,0.15,0.32,15.8,0,10,11,23.6,15.1,0.16,0.4,-1.1,"https://fbref.com/en/players/ce50fd99/Jonathan-David"
2023,"Lille","Ligue 1","Bafodé Diakité","FRA","DF","21",2001,29.5,3,19,6,31.6,0.64,0.2,0.16,0.5,11.4,0,0,0,1.7,1.7,0.09,1.3,1.3,"https://fbref.com/en/players/1bfb6fef/Bafode-Diakite"
2023,"Lille","Ligue 1","Tiago Djaló","POR","DF","22",2000,22.4,2,15,4,26.7,0.67,0.18,0.13,0.5,12.7,0,0,0,1.3,1.3,0.08,0.7,0.7,"https://fbref.com/en/players/b2336681/Tiago-Djalo"
2023,"Lille","Ligue 1","José Fonte","POR","DF","38",1983,28.8,1,14,2,14.3,0.49,0.07,0.07,0.5,12.3,0,0,0,1.4,1.4,0.11,-0.4,-0.4,"https://fbref.com/en/players/90f87966/Jose-Fonte"
2023,"Lille","Ligue 1","André Gomes","POR","MF","29",1993,18.1,3,18,5,27.8,0.99,0.28,0.17,0.6,21.2,0,0,0,1.1,1.1,0.06,1.9,1.9,"https://fbref.com/en/players/1961b2aa/Andre-Gomes"
2023,"Lille","Ligue 1","Angel Gomes","ENG","MF","21",2000,31.3,2,55,17,30.9,1.76,0.54,0.02,0.06,23.2,4,1,1,4.6,3.8,0.07,-2.6,-2.8,"https://fbref.com/en/players/645a3363/Angel-Gomes"
2023,"Lille","Ligue 1","Gabriel Gudmundsson","SWE","DF,FW","23",1999,9.3,0,7,1,14.3,0.75,0.11,0,0,22,0,0,0,0.5,0.5,0.07,-0.5,-0.5,"https://fbref.com/en/players/d5d22a58/Gabriel-Gudmundsson"
2023,"Lille","Ligue 1","Ismaily","BRA","DF","32",1990,19.8,2,13,6,46.2,0.66,0.3,0.15,0.33,17.4,0,0,0,1.2,1.2,0.09,0.8,0.8,"https://fbref.com/en/players/cf182add/Ismaily"
2023,"Lille","Ligue 1","Mohamed Lamine Bayo","GUI","FW,MF","24",1998,7.2,4,22,10,45.5,3.04,1.38,0.18,0.4,10.4,0,0,0,3.2,3.2,0.15,0.8,0.8,"https://fbref.com/en/players/01870104/Mohamed-Lamine-Bayo"
2023,"Lille","Ligue 1","Jonas Martin","FRA","MF","32",1990,3.1,0,1,0,0,0.32,0,0,NA,7.6,0,0,0,0.1,0.1,0.12,-0.1,-0.1,"https://fbref.com/en/players/468fdbad/Jonas-Martin"
2023,"Lille","Ligue 1","Amine Messoussa","FRA","FW","17",2004,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/f29131b5/Amine-Messoussa"
2023,"Lille","Ligue 1","Adam Ounas","ALG","FW,MF","25",1996,11.8,1,26,9,34.6,2.2,0.76,0.04,0.11,19.1,3,0,0,2.3,2.3,0.09,-1.3,-1.3,"https://fbref.com/en/players/ed90babd/Adam-Ounas"
2023,"Lille","Ligue 1","Simon Ramet","FRA","DF","19",2003,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/ed8cecc9/Simon-Ramet"
2023,"Lille","Ligue 1","Alexsandro Ribeiro","BRA","DF","22",1999,17.9,3,17,7,41.2,0.95,0.39,0.18,0.43,9.5,0,0,0,1.8,1.8,0.11,1.2,1.2,"https://fbref.com/en/players/102c9665/Alexsandro-Ribeiro"
2023,"Lille","Ligue 1","Alan Virginius","FRA","FW","19",2003,2.9,1,12,5,41.7,4.19,1.74,0.08,0.2,14.4,0,0,0,3.1,3.1,0.26,-2.1,-2.1,"https://fbref.com/en/players/01becd60/Alan-Virginius"
2023,"Lille","Ligue 1","Timothy Weah","USA","DF,FW","22",2000,19.4,0,30,11,36.7,1.54,0.57,0,0,21.6,0,0,0,2.5,2.5,0.08,-2.5,-2.5,"https://fbref.com/en/players/8eec784d/Timothy-Weah"
2023,"Lille","Ligue 1","Yusuf Yazıcı","TUR","MF","25",1997,2.2,1,5,2,40,2.25,0.9,0.2,0.5,19,0,0,0,0.2,0.2,0.03,0.8,0.8,"https://fbref.com/en/players/f5c8b425/Yusuf-Yazici"
2023,"Lille","Ligue 1","Leny Yoro","FRA","DF","16",2005,8.5,0,2,0,0,0.23,0,0,NA,15.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,"https://fbref.com/en/players/6763f716/Leny-Yoro"
2023,"Lille","Ligue 1","Akim Zedadka","ALG","DF,MF","27",1995,3.9,1,3,1,33.3,0.76,0.25,0.33,1,15.3,0,0,0,0.4,0.4,0.13,0.6,0.6,"https://fbref.com/en/players/0ff630d0/Akim-Zedadka"
2023,"Lille","Ligue 1","Edon Zhegrova","KVX","FW,MF","23",1999,11.7,3,42,14,33.3,3.58,1.19,0.07,0.21,18.4,1,0,0,3.6,3.6,0.09,-0.6,-0.6,"https://fbref.com/en/players/34a88e3e/Edon-Zhegrova"
2023,"Liverpool","Premier League","Thiago Alcántara","ESP","MF","31",1991,13.9,0,10,1,10,0.72,0.07,0,0,24.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,"https://fbref.com/en/players/77e84962/Thiago-Alcantara"
2023,"Liverpool","Premier League","Trent Alexander-Arnold","ENG","DF","23",1998,32.5,2,40,8,20,1.23,0.25,0.05,0.25,23.8,5,0,0,2.4,2.4,0.06,-0.4,-0.4,"https://fbref.com/en/players/cd1acf9d/Trent-Alexander-Arnold"
2023,"Liverpool","Premier League","Alisson","BRA","GK","29",1992,37,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/7a2e46a8/Alisson"
2023,"Liverpool","Premier League","Stefan Bajcetic","ESP","MF","17",2004,5.8,1,6,3,50,1.03,0.51,0.17,0.33,24.5,0,0,0,0.8,0.8,0.13,0.2,0.2,"https://fbref.com/en/players/32e8417f/Stefan-Bajcetic"
2023,"Liverpool","Premier League","Fabio Carvalho","POR","MF,FW","19",2002,3.9,2,11,4,36.4,2.85,1.04,0.18,0.5,11.5,0,0,0,1.1,1.1,0.1,0.9,0.9,"https://fbref.com/en/players/966e28d0/Fabio-Carvalho"
2023,"Liverpool","Premier League","Bobby Clark","ENG","MF","17",2005,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/73341ace/Bobby-Clark"
2023,"Liverpool","Premier League","Luis Díaz","COL","FW","25",1997,11.1,4,27,8,29.6,2.44,0.72,0.15,0.5,15.1,0,0,0,2.5,2.5,0.09,1.5,1.5,"https://fbref.com/en/players/4a1a9578/Luis-Diaz"
2023,"Liverpool","Premier League","Ben Doak","SCO","FW","16",2005,0.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/733f1a7d/Ben-Doak"
2023,"Liverpool","Premier League","Harvey Elliott","ENG","MF,FW","19",2003,17.9,1,36,12,33.3,2.01,0.67,0.03,0.08,19.3,0,0,0,2.1,2.1,0.06,-1.1,-1.1,"https://fbref.com/en/players/c8387671/Harvey-Elliott"
2023,"Liverpool","Premier League","Fabinho","BRA","MF","28",1993,29.7,0,18,4,22.2,0.61,0.13,0,0,22,0,0,0,0.7,0.7,0.04,-0.7,-0.7,"https://fbref.com/en/players/7f3b388c/Fabinho"
2023,"Liverpool","Premier League","Roberto Firmino","BRA","FW,MF","30",1991,13.5,11,39,25,64.1,2.89,1.85,0.28,0.44,12.3,0,0,0,5.5,5.5,0.14,5.5,5.5,"https://fbref.com/en/players/4c370d81/Roberto-Firmino"
2023,"Liverpool","Premier League","Cody Gakpo","NED","FW,MF","23",1999,16.2,7,39,12,30.8,2.41,0.74,0.18,0.58,14.8,0,0,0,6.2,6.2,0.16,0.8,0.8,"https://fbref.com/en/players/1971591f/Cody-Gakpo"
2023,"Liverpool","Premier League","Joe Gomez","ENG","DF","25",1997,16.3,0,6,2,33.3,0.37,0.12,0,0,24.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,"https://fbref.com/en/players/7a11550b/Joe-Gomez"
2023,"Liverpool","Premier League","Jordan Henderson","ENG","MF","32",1990,23,0,23,5,21.7,1,0.22,0,0,22.8,0,0,0,1.4,1.4,0.06,-1.4,-1.4,"https://fbref.com/en/players/935e6b8f/Jordan-Henderson"
2023,"Liverpool","Premier League","Curtis Jones","ENG","MF","21",2001,11.5,3,15,5,33.3,1.3,0.43,0.2,0.6,17.9,0,0,0,1.2,1.2,0.08,1.8,1.8,"https://fbref.com/en/players/4fb9c88f/Curtis-Jones"
2023,"Liverpool","Premier League","Diogo Jota","POR","FW","25",1996,12.6,7,35,11,31.4,2.79,0.88,0.2,0.64,11.7,0,0,0,6.5,6.5,0.19,0.5,0.5,"https://fbref.com/en/players/178ae8f8/Diogo-Jota"
2023,"Liverpool","Premier League","Naby Keïta","GUI","MF","27",1995,3.3,0,10,0,0,3.07,0,0,NA,20.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6,"https://fbref.com/en/players/f25c8e3a/Naby-Keita"
2023,"Liverpool","Premier League","Caoimhín Kelleher","IRL","GK","23",1998,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/62d7ef38/Caoimhin-Kelleher"
2023,"Liverpool","Premier League","Ibrahima Konaté","FRA","DF","23",1999,17.2,0,11,3,27.3,0.64,0.17,0,0,9.7,0,0,0,1.2,1.2,0.11,-1.2,-1.2,"https://fbref.com/en/players/5ed9b537/Ibrahima-Konate"
2023,"Liverpool","Premier League","Joël Matip","CMR","DF","30",1991,12.1,1,5,3,60,0.41,0.25,0.2,0.33,8.3,0,0,0,0.7,0.7,0.17,0.3,0.3,"https://fbref.com/en/players/b217ef29/Joel-Matip"
2023,"Liverpool","Premier League","James Milner","ENG","MF,DF","36",1986,10.1,0,7,1,14.3,0.69,0.1,0,0,17.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,"https://fbref.com/en/players/2f90f6b8/James-Milner"
2023,"Liverpool","Premier League","Darwin Núñez","URU","FW","23",1999,18.8,9,84,35,41.7,4.46,1.86,0.11,0.26,15.1,0,0,0,12.1,12.1,0.14,-3.1,-3.1,"https://fbref.com/en/players/4d77b365/Darwin-Nunez"
2023,"Liverpool","Premier League","Alex Oxlade-Chamberlain","ENG","FW,MF","28",1993,3.7,1,7,3,42.9,1.88,0.81,0.14,0.33,16.3,0,0,0,1.3,1.3,0.19,-0.3,-0.3,"https://fbref.com/en/players/38c7feef/Alex-Oxlade-Chamberlain"
2023,"Liverpool","Premier League","Nathaniel Phillips","ENG","DF","25",1997,0.7,0,1,0,0,1.36,0,0,NA,10.8,0,0,0,0,0,0.04,0,0,"https://fbref.com/en/players/515ebe8d/Nathaniel-Phillips"
2023,"Liverpool","Premier League","Andrew Robertson","SCO","DF","28",1994,28.7,0,13,2,15.4,0.45,0.07,0,0,14.5,0,0,0,1.3,1.3,0.11,-1.3,-1.3,"https://fbref.com/en/players/2e4f5f03/Andrew-Robertson"
2023,"Liverpool","Premier League","Mohamed Salah","EGY","FW","30",1992,36.6,19,121,45,37.2,3.31,1.23,0.14,0.38,15.1,2,2,4,21.7,18.5,0.15,-2.7,-1.5,"https://fbref.com/en/players/e342ad68/Mohamed-Salah"
2023,"Liverpool","Premier League","Kostas Tsimikas","GRE","DF","26",1996,8.6,0,7,2,28.6,0.82,0.23,0,0,15.5,0,0,0,0.6,0.6,0.09,-0.6,-0.6,"https://fbref.com/en/players/f315ca93/Kostas-Tsimikas"
2023,"Liverpool","Premier League","Virgil van Dijk","NED","DF","31",1991,31.5,3,30,9,30,0.95,0.29,0.1,0.33,12.8,0,0,0,2.6,2.6,0.09,0.4,0.4,"https://fbref.com/en/players/e06683ca/Virgil-van-Dijk"
2023,"Lorient","Ligue 1","Laurent Abergel","FRA","MF","29",1993,26,0,13,2,15.4,0.5,0.08,0,0,24,0,0,0,0.5,0.5,0.04,-0.5,-0.5,"https://fbref.com/en/players/31626657/Laurent-Abergel"
2023,"Lorient","Ligue 1","Adil Aouchiche","FRA","MF","20",2002,2.8,0,8,3,37.5,2.88,1.08,0,0,17.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5,"https://fbref.com/en/players/b94b8be1/Adil-Aouchiche"
2023,"Lorient","Ligue 1","Quentin Boisgard","FRA","MF","25",1997,2,1,6,3,50,2.93,1.47,0.17,0.33,18.5,0,0,0,0.4,0.4,0.07,0.6,0.6,"https://fbref.com/en/players/f6496133/Quentin-Boisgard"
2023,"Lorient","Ligue 1","Igor Carioca","BRA","DF","25",1996,5.1,0,4,1,25,0.79,0.2,0,0,19.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,"https://fbref.com/en/players/e3e32fbb/Igor-Carioca"
2023,"Lorient","Ligue 1","Yoann Cathline","FRA","FW,MF","20",2002,12.1,1,26,9,34.6,2.15,0.74,0.04,0.11,20.3,0,0,0,1.5,1.5,0.06,-0.5,-0.5,"https://fbref.com/en/players/4db5915d/Yoann-Cathline"
2023,"Lorient","Ligue 1","Stéphane Diarra","FRA","FW,MF","23",1998,11.8,2,20,8,40,1.69,0.68,0.1,0.25,16.2,0,0,0,2.2,2.2,0.11,-0.2,-0.2,"https://fbref.com/en/players/29939a1d/Stephane-Diarra"
2023,"Lorient","Ligue 1","Bamba Dieng","SEN","FW","22",2000,8.3,3,21,7,33.3,2.53,0.84,0.1,0.29,16,0,1,1,4.9,4.1,0.23,-1.9,-2.1,"https://fbref.com/en/players/40774c6b/Bamba-Dieng"
2023,"Lorient","Ligue 1","Ckene Doucouré","COM","FW,MF","20",2002,1.5,0,7,1,14.3,4.63,0.66,0,0,13.5,0,0,0,0.7,0.7,0.11,-0.7,-0.7,"https://fbref.com/en/players/92d90c8f/Ckene-Doucoure"
2023,"Lorient","Ligue 1","Romain Faivre","FRA","MF,FW","24",1998,13.8,5,25,14,56,1.81,1.01,0.2,0.36,17,0,0,0,2.7,2.7,0.11,2.3,2.3,"https://fbref.com/en/players/745ca0a3/Romain-Faivre"
2023,"Lorient","Ligue 1","Adrian Grbić","AUT","MF,FW","25",1996,0.3,0,3,0,0,10.8,0,0,NA,28.5,2,0,0,0.2,0.2,0.06,-0.2,-0.2,"https://fbref.com/en/players/4a987ffa/Adrian-Grbic"
2023,"Lorient","Ligue 1","Bonke Innocent","NGA","MF","26",1996,13.1,0,4,0,0,0.3,0,0,NA,26.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,"https://fbref.com/en/players/546bb36e/Bonke-Innocent"
2023,"Lorient","Ligue 1","Eli Junior Kroupi","FRA","FW,MF","16",2006,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/b2fe86e5/Eli-Junior-Kroupi"
2023,"Lorient","Ligue 1","Gedeon Kalulu","COD","DF","24",1997,27.1,0,10,2,20,0.37,0.07,0,0,20.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6,"https://fbref.com/en/players/dd211559/Gedeon-Kalulu"
2023,"Lorient","Ligue 1","Ayman Kari","FRA","MF,DF","17",2004,1.1,0,4,0,0,3.75,0,0,NA,18.6,0,0,0,0.5,0.5,0.14,-0.5,-0.5,"https://fbref.com/en/players/0e8d7b6c/Ayman-Kari"
2023,"Lorient","Ligue 1","Ibrahima Koné","MLI","FW","23",1999,17.5,7,28,13,46.4,1.6,0.74,0.18,0.38,16.1,0,2,3,5.6,3.2,0.12,1.4,1.8,"https://fbref.com/en/players/04bb2b06/Ibrahima-Kone"
2023,"Lorient","Ligue 1","Julien Laporte","FRA","DF","28",1993,18.4,0,6,2,33.3,0.33,0.11,0,0,14.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3,"https://fbref.com/en/players/f066022d/Julien-Laporte"
2023,"Lorient","Ligue 1","Armand Lauriente","FRA","FW","23",1998,3,1,14,5,35.7,4.74,1.69,0.07,0.2,18.2,2,0,0,1.8,1.8,0.13,-0.8,-0.8,"https://fbref.com/en/players/2d22cea7/Armand-Lauriente"
2023,"Lorient","Ligue 1","Théo Le Bris","FRA","MF,DF","19",2002,16.1,2,10,4,40,0.62,0.25,0.2,0.5,14,0,0,0,1.1,1.1,0.11,0.9,0.9,"https://fbref.com/en/players/afe39ca8/Theo-Le-Bris"
2023,"Lorient","Ligue 1","Enzo Le Fée","FRA","MF","22",2000,33.6,5,45,18,40,1.34,0.54,0.11,0.28,23.4,8,0,0,3.5,3.5,0.08,1.5,1.5,"https://fbref.com/en/players/6f806d99/Enzo-Le-Fee"
2023,"Lorient","Ligue 1","Vincent Le Goff","FRA","DF","32",1989,37,0,17,6,35.3,0.46,0.16,0,0,18.3,0,0,0,1.2,1.2,0.07,-1.2,-1.2,"https://fbref.com/en/players/2321ea6e/Vincent-Le-Goff"
2023,"Lorient","Ligue 1","Jean-Victor Makengo","FRA","MF","24",1998,11.8,0,5,2,40,0.42,0.17,0,0,26.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,"https://fbref.com/en/players/22bfb57e/Jean-Victor-Makengo"
2023,"Lorient","Ligue 1","Vito Mannone","ITA","GK","34",1988,17.9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/c4173f1a/Vito-Mannone"
2023,"Lorient","Ligue 1","Chrislain Matsima","FRA","DF,MF","20",2002,2.5,0,1,0,0,0.4,0,0,NA,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,"https://fbref.com/en/players/cf1ef7ec/Chrislain-Matsima"
2023,"Lorient","Ligue 1","Bamo Meïté","CIV","DF","21",2001,16.7,1,3,1,33.3,0.18,0.06,0.33,1,8.5,0,0,0,0.7,0.7,0.25,0.3,0.3,"https://fbref.com/en/players/04ac78d2/Bamo-Meite"
2023,"Lorient","Ligue 1","Terem Moffi","NGA","FW","23",1999,15.4,12,33,18,54.5,2.14,1.17,0.33,0.61,13.6,0,1,2,7.3,5.7,0.17,4.7,5.3,"https://fbref.com/en/players/065dc209/Terem-Moffi"
2023,"Lorient","Ligue 1","Yvon Mvogo","SUI","GK","28",1994,20.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/dc29b608/Yvon-Mvogo"
2023,"Lorient","Ligue 1","Dango Ouattara","BFA","FW,MF","20",2002,17.2,6,52,17,32.7,3.02,0.99,0.12,0.35,16.6,4,0,0,5.2,5.2,0.1,0.8,0.8,"https://fbref.com/en/players/2f9e4435/Dango-Ouattara"
2023,"Lorient","Ligue 1","Julien Ponceau","FRA","MF","21",2000,18.4,1,14,4,28.6,0.76,0.22,0.07,0.25,18.5,0,0,0,1.8,1.8,0.13,-0.8,-0.8,"https://fbref.com/en/players/e546b2e3/Julien-Ponceau"
