"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Url"
2023,"Elche","La Liga","Enzo Roco","CHI","DF","29",1992,18.4,0,10,3,30,0.54,0.16,0,0,10.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6,"https://fbref.com/en/players/37f827ec/Enzo-Roco"
2023,"Elche","La Liga","Gonzalo Verdú","ESP","DF","33",1988,7.8,1,9,2,22.2,1.15,0.26,0.11,0.5,12.2,1,0,0,0.6,0.6,0.07,0.4,0.4,"https://fbref.com/en/players/1c2c55fc/Gonzalo-Verdu"
2023,"Elche","La Liga","Axel Werner","ARG","GK","26",1996,2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/c0b1a6da/Axel-Werner"
2023,"Empoli","Serie A","Jean-Daniel Akpa-Akpro","CIV","MF,FW","29",1992,15.1,1,14,5,35.7,0.93,0.33,0.07,0.2,19.5,0,0,0,1.5,1.5,0.1,-0.5,-0.5,"https://fbref.com/en/players/fdf4b948/Jean-Daniel-Akpa-Akpro"
2023,"Empoli","Serie A","Nedim Bajrami","ALB","MF,FW","23",1999,10.4,1,21,7,33.3,2.01,0.67,0.05,0.14,24.1,6,0,0,1.2,1.2,0.06,-0.2,-0.2,"https://fbref.com/en/players/f42d6c13/Nedim-Bajrami"
2023,"Empoli","Serie A","Tommaso Baldanzi","ITA","MF","19",2003,19.7,4,33,12,36.4,1.68,0.61,0.12,0.33,20.1,0,0,0,2.4,2.4,0.07,1.6,1.6,"https://fbref.com/en/players/102e2599/Tommaso-Baldanzi"
2023,"Empoli","Serie A","Filippo Bandinelli","ITA","MF","27",1995,25.1,2,24,7,29.2,0.95,0.28,0.08,0.29,23.4,0,0,0,1.7,1.7,0.07,0.3,0.3,"https://fbref.com/en/players/d44360be/Filippo-Bandinelli"
2023,"Empoli","Serie A","Liberato Cacace","NZL","DF","21",2000,6.5,0,7,1,14.3,1.07,0.15,0,0,19.7,0,0,0,0.6,0.6,0.09,-0.6,-0.6,"https://fbref.com/en/players/dd86e8e4/Liberato-Cacace"
2023,"Empoli","Serie A","Nicolò Cambiaghi","ITA","FW,MF","21",2000,14.3,6,36,14,38.9,2.52,0.98,0.17,0.43,18.1,0,0,0,3.4,3.4,0.09,2.6,2.6,"https://fbref.com/en/players/91ff775f/Nicolo-Cambiaghi"
2023,"Empoli","Serie A","Francesco Caputo","ITA","FW","34",1987,19,5,40,15,37.5,2.11,0.79,0.08,0.2,12.7,0,2,2,7.5,5.9,0.16,-2.5,-2.9,"https://fbref.com/en/players/5bd72174/Francesco-Caputo"
2023,"Empoli","Serie A","Koni De Winter","BEL","DF","20",2002,11.4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/f4797849/Koni-De-Winter"
2023,"Empoli","Serie A","Duccio Degl'Innocenti","ITA","MF","19",2003,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/0e0d6c53/Duccio-DeglInnocenti"
2023,"Empoli","Serie A","Mattia Destro","ITA","FW,MF","31",1991,6.4,1,20,7,35,3.15,1.1,0.05,0.14,14.8,0,0,0,1.4,1.4,0.07,-0.4,-0.4,"https://fbref.com/en/players/d7d32194/Mattia-Destro"
2023,"Empoli","Serie A","Tyronne Ebuehi","NGA","DF","26",1995,21.4,2,19,4,21.1,0.89,0.19,0.11,0.5,10.9,0,0,0,3.1,3.1,0.16,-1.1,-1.1,"https://fbref.com/en/players/6af30900/Tyronne-Ebuehi"
2023,"Empoli","Serie A","Emmanuel Ekong","SWE","FW,MF","20",2002,0.2,0,1,0,0,4.5,0,0,NA,28.2,0,0,0,0,0,0.04,0,0,"https://fbref.com/en/players/c20892ee/Emmanuel-Ekong"
2023,"Empoli","Serie A","Jacopo Fazzini","ITA","MF","19",2003,9.2,0,14,1,7.1,1.53,0.11,0,0,20.5,1,0,0,1,1,0.07,-1,-1,"https://fbref.com/en/players/06b08c45/Jacopo-Fazzini"
2023,"Empoli","Serie A","Alberto Grassi","ITA","MF","27",1995,13.3,0,10,3,30,0.75,0.23,0,0,15.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,"https://fbref.com/en/players/6cc97b6a/Alberto-Grassi"
2023,"Empoli","Serie A","Nicolas Haas","SUI","MF","26",1996,12.8,1,8,3,37.5,0.62,0.23,0.13,0.33,16.5,0,0,0,1.2,1.2,0.15,-0.2,-0.2,"https://fbref.com/en/players/fa449bba/Nicolas-Haas"
2023,"Empoli","Serie A","Liam Henderson","SCO","MF","26",1996,11.2,0,12,5,41.7,1.07,0.45,0,0,23.5,1,0,0,0.5,0.5,0.04,-0.5,-0.5,"https://fbref.com/en/players/d7918b13/Liam-Henderson"
2023,"Empoli","Serie A","Ardian Ismajli","ALB","DF","25",1996,23.3,0,9,2,22.2,0.39,0.09,0,0,12,0,0,0,0.7,0.7,0.08,-0.7,-0.7,"https://fbref.com/en/players/6b635f5c/Ardian-Ismajli"
2023,"Empoli","Serie A","Sam Lammers","NED","FW","25",1997,9.8,1,28,7,25,2.85,0.71,0.04,0.14,15.5,0,0,0,2.3,2.3,0.08,-1.3,-1.3,"https://fbref.com/en/players/c283ddef/Sam-Lammers"
2023,"Empoli","Serie A","Sebastiano Luperto","ITA","DF","25",1996,34.8,2,18,4,22.2,0.52,0.11,0.11,0.5,12.7,0,0,0,1.2,1.2,0.07,0.8,0.8,"https://fbref.com/en/players/997fff07/Sebastiano-Luperto"
2023,"Empoli","Serie A","Răzvan Marin","ROU","MF","26",1996,28.2,2,33,8,24.2,1.17,0.28,0.06,0.25,27.6,10,0,0,1.4,1.4,0.04,0.6,0.6,"https://fbref.com/en/players/7fac99d4/Razvan-Marin"
2023,"Empoli","Serie A","Herculano Nabian","POR","MF","18",2004,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/c39babc1/Herculano-Nabian"
2023,"Empoli","Serie A","Fabiano Parisi","ITA","DF","21",2000,31.4,2,21,2,9.5,0.67,0.06,0.1,1,21.9,0,0,0,1.8,1.8,0.09,0.2,0.2,"https://fbref.com/en/players/0967845b/Fabiano-Parisi"
2023,"Empoli","Serie A","Samuele Perisan","ITA","GK","24",1997,7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/00a17eba/Samuele-Perisan"
2023,"Empoli","Serie A","Roberto Piccoli","ITA","FW","21",2001,5.7,2,12,6,50,2.09,1.05,0.17,0.33,15.5,0,0,0,1.3,1.3,0.1,0.7,0.7,"https://fbref.com/en/players/1cadaf34/Roberto-Piccoli"
2023,"Empoli","Serie A","Marko Pjaca","CRO","MF,FW","27",1995,5.8,0,15,2,13.3,2.57,0.34,0,0,19.5,0,0,0,0.7,0.7,0.04,-0.7,-0.7,"https://fbref.com/en/players/2c38b327/Marko-Pjaca"
2023,"Empoli","Serie A","Martin Satriano","URU","FW","21",2001,18.9,2,38,10,26.3,2.01,0.53,0.05,0.2,15.3,0,0,0,3.9,3.9,0.1,-1.9,-1.9,"https://fbref.com/en/players/86383d0e/Martin-Satriano"
2023,"Empoli","Serie A","Petar Stojanović","SVN","DF","26",1995,17,0,10,2,20,0.59,0.12,0,0,25.1,1,0,0,0.3,0.3,0.03,-0.3,-0.3,"https://fbref.com/en/players/13b44b02/Petar-Stojanovic"
2023,"Empoli","Serie A","Lorenzo Tonelli","ITA","DF","32",1990,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/8cc29864/Lorenzo-Tonelli"
2023,"Empoli","Serie A","Samir Ujkani","KVX","GK","34",1988,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/96640846/Samir-Ujkani"
2023,"Empoli","Serie A","Guglielmo Vicario","ITA","GK","25",1996,30.9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/77d6fd4d/Guglielmo-Vicario"
2023,"Empoli","Serie A","Emanuel Vignato","ITA","MF,FW","21",2000,0.6,1,2,1,50,3.16,1.58,0.5,1,19.7,0,0,0,0.2,0.2,0.1,0.8,0.8,"https://fbref.com/en/players/ec5dae45/Emanuel-Vignato"
2023,"Empoli","Serie A","Sebastian Walukiewicz","POL","DF","22",2000,6.7,0,2,1,50,0.3,0.15,0,0,7.2,0,0,0,0.3,0.3,0.17,-0.3,-0.3,"https://fbref.com/en/players/217875a4/Sebastian-Walukiewicz"
2023,"Espanyol","La Liga","Keidi Bare","ALB","MF","24",1997,5.6,0,5,3,60,0.89,0.54,0,0,17.9,0,0,0,0.6,0.6,0.12,-0.6,-0.6,"https://fbref.com/en/players/03049c8c/Keidi-Bare"
2023,"Espanyol","La Liga","Wassim Boullif","ESP","DF","17",2005,1.6,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/7f271d74/Wassim-Boullif"
2023,"Espanyol","La Liga","Martin Braithwaite","DEN","FW,MF","31",1991,27.3,10,58,25,43.1,2.13,0.92,0.17,0.4,16,4,0,0,9.2,9.2,0.16,0.8,0.8,"https://fbref.com/en/players/fd771f95/Martin-Braithwaite"
2023,"Espanyol","La Liga","Leandro Cabrera","URU","DF","31",1991,29.7,0,23,6,26.1,0.78,0.2,0,0,11.2,0,0,0,2.3,2.3,0.1,-2.3,-2.3,"https://fbref.com/en/players/69cbc8b6/Leandro-Cabrera"
2023,"Espanyol","La Liga","Fernando Calero","ESP","DF,MF","26",1995,17.9,0,7,2,28.6,0.39,0.11,0,0,9.1,0,0,0,0.7,0.7,0.1,-0.7,-0.7,"https://fbref.com/en/players/41b3069f/Fernando-Calero"
2023,"Espanyol","La Liga","José Carlos Lazo","ESP","MF,FW","26",1996,1.8,1,4,1,25,2.26,0.57,0.25,1,21.1,1,0,0,0.2,0.2,0.06,0.8,0.8,"https://fbref.com/en/players/5b93209a/Jose-Carlos-Lazo"
2023,"Espanyol","La Liga","Sergi Darder","ESP","MF","28",1993,36.9,6,39,13,33.3,1.06,0.35,0.15,0.46,22.6,0,0,0,3.5,3.5,0.09,2.5,2.5,"https://fbref.com/en/players/070a3904/Sergi-Darder"
2023,"Espanyol","La Liga","Adri Embarba","ESP","FW","30",1992,0.4,0,2,0,0,5.14,0,0,NA,29.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,"https://fbref.com/en/players/db8f0eba/Adri-Embarba"
2023,"Espanyol","La Liga","Edu Expósito","ESP","MF","25",1996,12.9,2,19,7,36.8,1.47,0.54,0.11,0.29,24.7,2,0,0,0.9,0.9,0.05,1.1,1.1,"https://fbref.com/en/players/283c7121/Edu-Exposito"
2023,"Espanyol","La Liga","Álvaro Fernández","ESP","GK","24",1998,11,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/f127d782/Alvaro-Fernandez"
2023,"Espanyol","La Liga","Joan García","ESP","GK","21",2001,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/87b498b0/Joan-Garcia"
2023,"Espanyol","La Liga","Óscar Gil","ESP","DF","25",1997,28.4,0,11,2,18.2,0.39,0.07,0,0,18.9,0,0,0,0.6,0.6,0.05,-0.6,-0.6,"https://fbref.com/en/players/6652cf96/Oscar-Gil"
2023,"Espanyol","La Liga","Dani Gómez","ESP","MF,FW","24",1998,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/0e5ddc7c/Dani-Gomez"
2023,"Espanyol","La Liga","Sergi Gómez","ESP","DF","30",1992,26,0,9,4,44.4,0.35,0.15,0,0,12.8,0,0,0,0.9,0.9,0.1,-0.9,-0.9,"https://fbref.com/en/players/bc6f5f06/Sergi-Gomez"
2023,"Espanyol","La Liga","José Gragera","ESP","MF,DF","21",2000,5.1,1,4,1,25,0.78,0.2,0.25,1,11.6,0,0,0,0.7,0.7,0.22,0.3,0.3,"https://fbref.com/en/players/ee45d138/Jose-Gragera"
2023,"Espanyol","La Liga","Omar El Hilali","MAR","DF,MF","18",2003,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/139560df/Omar-El-Hilali"
2023,"Espanyol","La Liga","Joselu","ESP","FW","32",1990,33.2,16,87,33,37.9,2.62,0.99,0.13,0.33,16.1,2,5,5,14.5,10.5,0.12,1.5,0.5,"https://fbref.com/en/players/6265208f/Joselu"
2023,"Espanyol","La Liga","Luca Koleosho","ITA","FW,DF","17",2004,0.7,1,1,1,100,1.53,1.53,1,1,20.6,0,0,0,0,0,0.03,1,1,"https://fbref.com/en/players/fc076f78/Luca-Koleosho"
2023,"Espanyol","La Liga","Benjamin Lecomte","FRA","GK","31",1991,10,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte"
2023,"Espanyol","La Liga","Pol Lozano","ESP","MF","22",1999,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/ea610f00/Pol-Lozano"
2023,"Espanyol","La Liga","Roger Martínez","ESP","DF","18",2004,0.1,0,1,0,0,12.86,0,0,NA,26.5,0,0,0,0,0,0.03,0,0,"https://fbref.com/en/players/937c6ae6/Roger-Martinez"
2023,"Espanyol","La Liga","César Montes","MEX","DF","25",1997,17.7,3,13,6,46.2,0.74,0.34,0.23,0.5,12.9,0,0,0,0.9,0.9,0.07,2.1,2.1,"https://fbref.com/en/players/28e957d7/Cesar-Montes"
2023,"Espanyol","La Liga","Brian Oliván","ESP","DF","28",1994,26.7,1,15,4,26.7,0.56,0.15,0.07,0.25,24.5,1,0,0,0.6,0.6,0.04,0.4,0.4,"https://fbref.com/en/players/a3e4bf46/Brian-Olivan"
2023,"Espanyol","La Liga","Fernando Pacheco","ESP","GK","30",1992,16,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/97852360/Fernando-Pacheco"
2023,"Espanyol","La Liga","Pedrosa","ESP","DF,MF","24",1998,2.5,0,1,0,0,0.39,0,0,NA,19.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,"https://fbref.com/en/players/112521d1/Pedrosa"
2023,"Espanyol","La Liga","Ronaël Pierre-Gabriel","FRA","DF","24",1998,2.6,1,2,1,50,0.76,0.38,0.5,1,14.6,0,0,0,0.2,0.2,0.08,0.8,0.8,"https://fbref.com/en/players/64ba07c0/Ronael-Pierre-Gabriel"
2023,"Espanyol","La Liga","Javi Puado","ESP","FW,MF","24",1998,26,7,57,23,40.4,2.19,0.88,0.12,0.3,14.2,0,0,0,7.8,7.8,0.14,-0.8,-0.8,"https://fbref.com/en/players/2683eda7/Javi-Puado"
2023,"Espanyol","La Liga","Nico Ribaudo","ESP","MF,FW","21",2001,13.9,1,33,11,33.3,2.38,0.79,0.03,0.09,20.4,3,0,0,3.7,3.7,0.11,-2.7,-2.7,"https://fbref.com/en/players/ce8039aa/Nico-Ribaudo"
2023,"Espanyol","La Liga","Rubén","ESP","DF,MF","21",2001,9.9,0,9,0,0,0.91,0,0,NA,19.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5,"https://fbref.com/en/players/35d4f151/Ruben"
2023,"Espanyol","La Liga","Vinicius Souza","BRA","MF","23",1999,27,1,10,4,40,0.37,0.15,0.1,0.25,21.9,0,0,0,0.8,0.8,0.08,0.2,0.2,"https://fbref.com/en/players/6a8a7af8/Vinicius-Souza"
2023,"Espanyol","La Liga","Denis Suárez","ESP","MF,FW","28",1994,10.5,0,4,2,50,0.38,0.19,0,0,19.4,0,0,0,0.5,0.5,0.12,-0.5,-0.5,"https://fbref.com/en/players/12c50af5/Denis-Suarez"
2023,"Espanyol","La Liga","Nabil Touaizi","MAR","MF","21",2001,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/e96b2583/Nabil-Touaizi"
2023,"Espanyol","La Liga","Aleix Vidal","ESP","MF,FW","32",1989,11.4,0,3,2,66.7,0.26,0.18,0,0,17.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,"https://fbref.com/en/players/04965583/Aleix-Vidal"
2023,"Everton","Premier League","Dele Alli","ENG","MF","26",1996,0.4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/cea4ee8f/Dele-Alli"
2023,"Everton","Premier League","Asmir Begović","BIH","GK","35",1987,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/7b4de647/Asmir-Begovic"
2023,"Everton","Premier League","Dominic Calvert-Lewin","ENG","FW","25",1997,12.9,2,30,9,30,2.32,0.7,0.03,0.11,11.8,0,1,1,5.8,5,0.17,-3.8,-4,"https://fbref.com/en/players/59e6e5bf/Dominic-Calvert-Lewin"
2023,"Everton","Premier League","Thomas Cannon","IRL","FW","19",2002,0.3,0,1,1,100,3.6,3.6,0,0,10.8,0,0,0,0.1,0.1,0.09,-0.1,-0.1,"https://fbref.com/en/players/4506aec5/Thomas-Cannon"
2023,"Everton","Premier League","Conor Coady","ENG","DF","29",1993,23.3,1,4,2,50,0.17,0.09,0.25,0.5,8.5,0,0,0,0.8,0.8,0.21,0.2,0.2,"https://fbref.com/en/players/2928dca2/Conor-Coady"
2023,"Everton","Premier League","Séamus Coleman","IRL","DF","33",1988,18.4,1,7,2,28.6,0.38,0.11,0.14,0.5,21.9,0,0,0,0.4,0.4,0.05,0.6,0.6,"https://fbref.com/en/players/0420d84f/Seamus-Coleman"
2023,"Everton","Premier League","Tom Davies","ENG","MF","24",1998,6,0,9,2,22.2,1.51,0.33,0,0,15.7,0,0,0,1.2,1.2,0.13,-1.2,-1.2,"https://fbref.com/en/players/9228b07c/Tom-Davies"
2023,"Everton","Premier League","Abdoulaye Doucouré","MLI","MF","29",1993,17,5,20,8,40,1.17,0.47,0.25,0.63,13.2,0,0,0,2.4,2.4,0.12,2.6,2.6,"https://fbref.com/en/players/02b29014/Abdoulaye-Doucoure"
2023,"Everton","Premier League","Idrissa Gana Gueye","SEN","MF","32",1989,28.6,0,15,6,40,0.52,0.21,0,0,25.1,1,0,0,0.7,0.7,0.05,-0.7,-0.7,"https://fbref.com/en/players/72c812f3/Idrissa-Gana-Gueye"
2023,"Everton","Premier League","James Garner","ENG","MF,DF","21",2001,8.9,0,9,3,33.3,1.01,0.34,0,0,22.3,1,0,0,0.8,0.8,0.08,-0.8,-0.8,"https://fbref.com/en/players/4e015693/James-Garner"
2023,"Everton","Premier League","Ben Godfrey","ENG","DF","24",1998,8.9,0,6,0,0,0.67,0,0,NA,13.1,0,0,0,1.2,1.2,0.21,-1.2,-1.2,"https://fbref.com/en/players/9f7c837d/Ben-Godfrey"
2023,"Everton","Premier League","Anthony Gordon","ENG","FW","21",2001,12.2,3,26,16,61.5,2.14,1.32,0.12,0.19,16.6,1,0,0,3.3,3.3,0.13,-0.3,-0.3,"https://fbref.com/en/players/2bd83368/Anthony-Gordon"
2023,"Everton","Premier League","Demarai Gray","JAM","FW,MF","26",1996,27.9,4,57,22,38.6,2.05,0.79,0.04,0.09,19.5,8,2,2,6.2,4.7,0.08,-2.2,-2.7,"https://fbref.com/en/players/4468ec10/Demarai-Gray"
2023,"Everton","Premier League","Mason Holgate","ENG","DF","25",1996,5.6,0,4,0,0,0.71,0,0,NA,11.5,0,0,0,1,1,0.25,-1,-1,"https://fbref.com/en/players/d0042ab9/Mason-Holgate"
2023,"Everton","Premier League","Alex Iwobi","NGA","MF,FW","26",1996,37.5,2,42,15,35.7,1.12,0.4,0.05,0.13,21,0,0,0,2.5,2.5,0.06,-0.5,-0.5,"https://fbref.com/en/players/6ca5ec4b/Alex-Iwobi"
2023,"Everton","Premier League","Michael Keane","ENG","DF","29",1993,10.9,1,14,4,28.6,1.28,0.37,0.07,0.25,12.9,0,0,0,1.3,1.3,0.1,-0.3,-0.3,"https://fbref.com/en/players/c5b7c315/Michael-Keane"
2023,"Everton","Premier League","Neal Maupay","FRA","FW","25",1996,12.4,1,32,13,40.6,2.58,1.05,0.03,0.08,14.3,0,0,0,4.8,4.8,0.15,-3.8,-3.8,"https://fbref.com/en/players/4bcf39f6/Neal-Maupay"
2023,"Everton","Premier League","Dwight McNeil","ENG","FW,MF","22",1999,27.8,7,46,15,32.6,1.66,0.54,0.15,0.47,20.5,1,0,0,3.5,3.5,0.08,3.5,3.5,"https://fbref.com/en/players/fc15fb84/Dwight-McNeil"
2023,"Everton","Premier League","Yerry Mina","COL","DF","27",1994,6.6,2,8,4,50,1.21,0.61,0.25,0.5,8.4,0,0,0,1.5,1.5,0.18,0.5,0.5,"https://fbref.com/en/players/6d5701f2/Yerry-Mina"
2023,"Everton","Premier League","Vitaliy Mykolenko","UKR","DF","23",1999,29.5,0,10,3,30,0.34,0.1,0,0,20.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5,"https://fbref.com/en/players/30d4a2e5/Vitaliy-Mykolenko"
2023,"Everton","Premier League","Amadou Onana","BEL","MF","20",2001,27.6,1,34,6,17.6,1.23,0.22,0.03,0.17,16.8,0,0,0,3,3,0.09,-2,-2,"https://fbref.com/en/players/828657ff/Amadou-Onana"
2023,"Everton","Premier League","Nathan Patterson","SCO","DF,MF","20",2001,14.2,0,8,1,12.5,0.56,0.07,0,0,18.2,0,0,0,0.5,0.5,0.06,-0.5,-0.5,"https://fbref.com/en/players/230f0471/Nathan-Patterson"
2023,"Everton","Premier League","Jordan Pickford","ENG","GK","28",1994,37,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/4806ec67/Jordan-Pickford"
2023,"Everton","Premier League","Isaac Price","NIR","MF","18",2003,0.4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/b9403c99/Isaac-Price"
2023,"Everton","Premier League","Salomón Rondón","VEN","FW","32",1989,1.2,0,4,1,25,3.3,0.83,0,0,19.3,0,0,0,0.8,0.8,0.2,-0.8,-0.8,"https://fbref.com/en/players/b318a643/Salomon-Rondon"
2023,"Everton","Premier League","Ellis Simms","ENG","FW","21",2001,2.5,1,8,1,12.5,3.16,0.39,0.13,1,16.1,0,0,0,0.9,0.9,0.11,0.1,0.1,"https://fbref.com/en/players/26d3b5be/Ellis-Simms"
2023,"Everton","Premier League","James Tarkowski","ENG","DF","29",1992,38,1,32,9,28.1,0.84,0.24,0.03,0.11,9,0,0,0,3.1,3.1,0.1,-2.1,-2.1,"https://fbref.com/en/players/15ea812b/James-Tarkowski"
2023,"Everton","Premier League","Rúben Vinagre","POR","DF,MF","23",1999,0.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/b937e490/Ruben-Vinagre"
2023,"Fiorentina","Serie A","Sofyan Amrabat","MAR","MF","25",1996,22.2,0,13,4,30.8,0.59,0.18,0,0,26.6,0,0,0,0.5,0.5,0.04,-0.5,-0.5,"https://fbref.com/en/players/5a2cb25d/Sofyan-Amrabat"
2023,"Fiorentina","Serie A","Arthur","BRA","FW","24",1998,15.9,8,52,20,38.5,3.27,1.26,0.12,0.3,13.1,0,2,2,7.9,6.3,0.12,0.1,-0.3,"https://fbref.com/en/players/a820e429/Arthur"
2023,"Fiorentina","Serie A","Antonín Barák","CZE","MF","27",1994,20,2,32,7,21.9,1.6,0.35,0.06,0.29,17.7,0,0,0,2.6,2.6,0.08,-0.6,-0.6,"https://fbref.com/en/players/01efac19/Antonin-Barak"
2023,"Fiorentina","Serie A","Marco Benassi","ITA","DF","27",1994,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/0000acda/Marco-Benassi"
2023,"Fiorentina","Serie A","Alessandro Bianco","ITA","MF","19",2002,1.7,0,2,1,50,1.18,0.59,0,0,25.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,"https://fbref.com/en/players/d65cf468/Alessandro-Bianco"
2023,"Fiorentina","Serie A","Cristiano Biraghi","ITA","DF","29",1992,28.3,2,24,5,20.8,0.85,0.18,0.08,0.4,27.4,15,0,1,1.8,1.1,0.04,0.2,0.9,"https://fbref.com/en/players/9e1577aa/Cristiano-Biraghi"
2023,"Fiorentina","Serie A","Giacomo Bonaventura","ITA","MF","32",1989,21.2,5,49,14,28.6,2.31,0.66,0.1,0.36,19.6,2,0,0,4.3,4.3,0.09,0.7,0.7,"https://fbref.com/en/players/d995ed27/Giacomo-Bonaventura"
2023,"Fiorentina","Serie A","Josip Brekalo","CRO","FW,MF","24",1998,2.5,0,5,0,0,1.97,0,0,NA,22.5,0,0,0,0.7,0.7,0.13,-0.7,-0.7,"https://fbref.com/en/players/d4a2533d/Josip-Brekalo"
2023,"Fiorentina","Serie A","Gaetano Castrovilli","ITA","MF","25",1997,8,2,18,8,44.4,2.26,1,0.11,0.25,17.7,1,0,0,1.2,1.2,0.07,0.8,0.8,"https://fbref.com/en/players/0728bebe/Gaetano-Castrovilli"
2023,"Fiorentina","Serie A","Michele Cerofolini","ITA","GK","23",1999,5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/efdeaff3/Michele-Cerofolini"
2023,"Fiorentina","Serie A","Dodô","BRA","DF","23",1998,25.9,1,11,4,36.4,0.42,0.15,0.09,0.25,20.5,0,0,0,0.7,0.7,0.06,0.3,0.3,"https://fbref.com/en/players/b5f7d10b/Dodo"
2023,"Fiorentina","Serie A","Alfred Duncan","GHA","MF","29",1993,12.3,1,9,2,22.2,0.73,0.16,0.11,0.5,24.1,0,0,0,0.5,0.5,0.05,0.5,0.5,"https://fbref.com/en/players/528492ea/Alfred-Duncan"
2023,"Fiorentina","Serie A","Pierluigi Gollini","ITA","GK","27",1995,3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/f0f7f62f/Pierluigi-Gollini"
2023,"Fiorentina","Serie A","Nicolás González","ARG","FW,MF","24",1998,15,6,58,17,29.3,3.86,1.13,0.07,0.24,17.4,1,2,2,6.7,5.4,0.09,-0.7,-1.4,"https://fbref.com/en/players/2374aaca/Nicolas-Gonzalez"
2023,"Fiorentina","Serie A","Igor","BRA","DF","24",1998,22.9,0,7,0,0,0.31,0,0,NA,12.4,0,0,0,0.5,0.5,0.08,-0.5,-0.5,"https://fbref.com/en/players/a4e85758/Igor"
2023,"Fiorentina","Serie A","Jonathan Ikone","FRA","FW","24",1998,22.3,4,51,9,17.6,2.29,0.4,0.08,0.44,16.6,0,0,0,4.1,4.1,0.08,-0.1,-0.1,"https://fbref.com/en/players/42eaa028/Jonathan-Ikone"
2023,"Fiorentina","Serie A","Luka Jović","SRB","FW,MF","24",1997,17,6,56,19,33.9,3.29,1.11,0.11,0.32,13.3,0,0,1,7.9,7.1,0.13,-1.9,-1.1,"https://fbref.com/en/players/4d8cd038/Luka-Jovic"
2023,"Fiorentina","Serie A","Christian Kouamé","CIV","FW","24",1997,20.7,4,42,13,31,2.03,0.63,0.1,0.31,13.8,1,0,0,5.3,5.3,0.13,-1.3,-1.3,"https://fbref.com/en/players/58e933d2/Christian-Kouame"
